review_id,product,review_text,review_title,rating,review_date,country,lang,rechargeable_design,blade_sharpness,blade_hair_pulling,motor_power_rpm,waterproof_rating_ipx8,adjustable_comb_settings,ease_of_use_overall,price_value_ratio
B001K85BN2_11,B001K85BN2,not that sharp,not sharp,3,2026-01-11,JP,,0,0,0,0,0,0,0,0
B001K85BN2_12,B001K85BN2,"すぐなくなる
充電式にして欲しいな",電池が,3,2026-01-10,JP,,0,0,0,0,0,0,0,0
B001K85BN2_13,B001K85BN2,安くて使いやすいです。,使いやすくてコスパ良し,5,2026-01-10,JP,,0,0,0,0,0,0,0,0
B001K85BN2_14,B001K85BN2,値段の割にとてもよくできていると思います。さすが国内メーカーの商品です。髭のトリムの長さは私にはちょうどよいのですが、調整できる長さは評価が分かれると思います。,費用対効果抜群です。,5,2026-01-09,JP,,0,0,0,0,0,0,0,0
B001K85BN2_15,B001K85BN2,"主人に頼まれて購入。
安くてもしっかり使えるので
今回も長持ちしそうです！",安定の品物,5,2026-01-05,JP,,0,0,0,0,0,0,0,0
B001K85BN2_16,B001K85BN2,ヒゲが濃くないので、油はさしていません。さすがパナソニック、素晴らしいです。,good商品,5,2025-12-29,JP,,0,0,0,0,0,0,0,0
B001K85BN2_17,B001K85BN2,なかなか 良い感じに 仕上がり 満足している。,初めて 使ってみて,5,2025-12-19,JP,,0,0,0,0,0,0,0,0
B001K85BN2_18,B001K85BN2,手軽で良き,手軽でよき,5,2025-12-13,JP,,0,0,0,0,0,0,0,0
B001K85BN2_19,B001K85BN2,中華性は直ぐに水周りの湿気で中がカビ付き基盤がいかれて使えなくなるのですが、さすが我が国ブランドパナは水周りに置いておいても壊れません。乾電池も思ったより結構持ちます。ただ3mmでなく2mmスタートにして！,さすがパナ！水周りに置いておいても壊れません！,4,2025-12-12,JP,,0,0,0,0,0,0,0,0
B001K85BN2_20,B001K85BN2,"重量が軽くて取り回ししやすいです
剃りたいところだけ剃れるのがとても良いです
安くて使いやすくて安心のパナソニックなので満足です。",安心のパナソニック,5,2025-12-10,JP,,0,0,0,0,0,0,0,0
B001K85BN2_21,B001K85BN2,安い充電式より、電池式の方が安心です。,充電式より電池式,5,2025-12-02,JP,,0,0,0,0,0,0,0,0
B001K85BN2_22,B001K85BN2,やはり電池式がいい,電池式のほうがいい,5,2025-11-28,JP,,0,0,0,0,0,0,0,0
B001K85BN2_23,B001K85BN2,"結果、品物はよいものでした。
何故かポスト投函でしたが。",マンバンの手入れ用に購入,5,2025-11-28,JP,,0,0,0,0,0,0,0,0
B001K85BN2_24,B001K85BN2,パワーが無いのでは,パワー不足,2,2025-11-27,JP,,0,0,0,0,0,0,0,0
B001K85BN2_25,B001K85BN2,髭剃りはすぐ壊れる僕でもこっちはずっと使える。ちょっと毛が硬い人はこっちのほうがいいかも。,まだ壊れてない。,5,2025-11-25,JP,,0,0,0,0,0,0,0,0
B001K85BN2_26,B001K85BN2,コスパ最強です！,この安さでこの機能,5,2025-11-22,JP,,0,0,0,0,0,0,0,0
B001K85BN2_27,B001K85BN2,電池式で軽くて簡単、安くて初めてのヒゲトリマーとしては可不可ない商品だと思います。,コスパ最高,5,2025-11-22,JP,,0,0,0,0,0,0,0,0
B001K85BN2_28,B001K85BN2,安価でお求めやすくなってます。,安価,5,2025-11-11,JP,,0,0,0,0,0,0,0,0
B001K85BN2_29,B001K85BN2,"髭を伸ばし始めたので、初めて購入。
髭の調整になれたら、1㎜単位で調整できるものを購入したい",入門用,4,2025-11-06,JP,,0,0,0,0,0,0,0,0
B001K85BN2_30,B001K85BN2,使いやすい満足,おしゃれ,5,2025-11-05,JP,,0,0,0,0,0,0,0,0
B001K85BN2_31,B001K85BN2,"1番お手軽な値段だと思って購入しました。
若干切れ味が弱めですが、値段として十分な能力です。
髪の毛のカットにも使えます。",髪の毛のカットにも使える,4,2025-10-18,JP,,0,0,0,0,0,0,0,0
B001K85BN2_32,B001K85BN2,"使い慣れたヒゲトリマーの買い替え
安く手に入り大満足",使い慣れたヒゲトリマーの買い替え,5,2025-10-13,JP,,0,0,0,0,0,0,0,0
B001K85BN2_33,B001K85BN2,"パナソニック製、という安心感があります。切れ味が非常によく、引っかかりなくスムーズに剃れるので、肌への負担も少ないように感じます。

簡単に長さ調節ができるのも使いやすいポイント。自分のこだわり通りにヒゲのデザインを整えられます。
ランニングコストも魅力的で、替刃が比較的安価で手に入りやすいのも嬉しいです。メンテナンスしながら長く使っていけそうで、大変満足しています。",パナソニック製、という安心感があります。,4,2025-10-07,JP,,0,0,0,0,0,0,0,0
B001K85BN2_34,B001K85BN2,"さすがパナソニックとても使いやすいです
毎日使っています",電池も長持ちします,5,2025-10-04,JP,,0,0,0,0,0,0,0,0
B001K85BN2_35,B001K85BN2,Not satisfied about the battery life. When the battery drains the speed gets low gradually. We have to use new batteries always for better functionality. So I stopped using this.,Speed gets low after few days when battery drains,2,2025-09-28,JP,,4,0,0,2,0,0,0,0
B001K85BN2_36,B001K85BN2,使いやすいく、髭の処理にいいです。,使いやすい商品,4,2025-09-27,JP,,0,0,0,0,0,0,0,0
B001K85BN2_37,B001K85BN2,しっかりと剃りたい所だけ剃るのに便利。,とても便利,5,2025-09-23,JP,,0,0,0,0,0,0,0,0
B001K85BN2_38,B001K85BN2,"パナソニック商品の割にパッとしなかった。
残念。",良品,3,2025-09-20,JP,,0,0,0,0,0,0,0,0
B001K85BN2_39,B001K85BN2,やはり信頼性のある日本産が一番だと再認識する。,国産が一番,4,2025-09-16,JP,,0,0,0,0,0,0,0,0
B001K85BN2_40,B001K85BN2,やはり3ミリ飛ばしの長さアタッチメントは想像以上に使いづらい。やはり安いだけあるので買う方はよく検討してください,品質は良いが,1,2025-09-15,JP,,0,0,0,0,0,0,0,0
B001K85BN2_41,B001K85BN2,刈り残しがおおく、昔のモデルに比べてすごく時間がかかるようになってしまった,過去モデルより機能劣化,2,2025-08-31,JP,,0,0,0,0,0,0,0,0
B001K85BN2_42,B001K85BN2,もう少し、髭をカットする長さを細かく設定出来れば文句有りませんが、十分か？髭を整え易い製品です！,髭を整え易い,5,2025-08-30,JP,,0,0,0,0,0,0,0,0
B001K85BN2_43,B001K85BN2,以前は同形で充電式の,内蔵バッテリーは消耗するため乾電池式の本機がおすすめ,5,2025-08-23,JP,,0,0,0,0,0,0,0,0
B001K85BN2_44,B001K85BN2,刃の手入れしてたけど半年ほどで切れ味全くダメになりました。,安いだけある,3,2025-08-17,JP,,0,0,0,0,0,0,0,0
B001K85BN2_45,B001K85BN2,同商品2回目の購入ですが、可もなく不可もなくという感じです。,まあまあの使い心地です。,3,2025-08-13,JP,,0,0,0,0,0,0,0,0
B001K85BN2_46,B001K85BN2,掃除もし易く手軽に髭が揃えられて良い,手軽！,4,2025-08-03,JP,,0,0,0,0,0,0,0,0
B001K85BN2_47,B001K85BN2,買って良かったです！使いやすい！,使いやすさ,5,2025-07-12,JP,,0,0,0,0,0,0,0,0
B001K85BN2_48,B001K85BN2,"私はもみ上げが伸びてくると膨らんで嫌なんですが、これで簡単に整えれました！！
そんなに使用頻度は無いので電池式で十分！！
説明書に充電池は使えませんとありました。
よって星マイナス1",もみ上げ手入れにも！！,4,2025-07-09,JP,,0,0,0,0,0,0,0,0
B001K85BN2_49,B001K85BN2,"以前はブラウンのヒゲトリマーでしたが、この商品はさすが日本の大手メーカー、この値段でこの機能性。文句ありません。
客にパナソニックさんありがとう！",コスパよし！これは使える！,4,2025-07-05,JP,,0,0,0,0,0,0,0,0
B001K85BN2_50,B001K85BN2,"バリカン系の商品と比べ表記より長めに刈りあがる気がします
程よい大きさで耳回りの刈り上げも楽にできます
失敗しにくい、使いやすい製品だと思います
電池式なので廃棄するときに楽で良い",長めの仕上がり,4,2025-07-05,JP,,0,0,0,0,0,0,0,0
B001K85BN2_51,B001K85BN2,It’s better at getting caught on my beard than it is at cutting it. Each shave takes so much longer than my old razor and the length is inconsistent. So many patches of long beard.,Buy something else.,1,2025-06-30,JP,,0,2,0,0,0,4,0,0
B001K85BN2_52,B001K85BN2,最高です♪,🧔揃える-_-b,5,2025-06-30,JP,,0,0,0,0,0,0,0,0
B001K85BN2_53,B001K85BN2,"髭の手入れをする為に購入
3ミリから15ミリまで使えますが
髭を手入れする為に6ミリで
使用しています。
気軽に手入れするには
価格も手頃だし、メンテナンスも
容易なんでオススメ出来ます。",髭の手入れ用,5,2025-06-09,JP,,0,0,0,0,0,0,0,0
B001K85BN2_54,B001K85BN2,ボーボーだったのでツルツルにしてやった,ツルツルだお,5,2025-05-27,JP,,0,0,0,0,0,0,0,0
B001K85BN2_55,B001K85BN2,この機能でこの価格なら文句なしです。,必要十分,5,2025-05-19,JP,,0,0,0,0,0,0,0,0
B001K85BN2_56,B001K85BN2,"普通に使える。特に感動はない。この構造なら、こんなもんかという感じ。
まぁ、安いし。",普通に,4,2025-05-08,JP,,0,0,0,0,0,0,0,0
B001K85BN2_57,B001K85BN2,使いやすい,切れ味も良く、使いやすい,4,2025-04-24,JP,,0,0,0,0,0,0,0,0
B001K85BN2_58,B001K85BN2,壊れてる？と思うくらい剃れませんでした。,残念,1,2025-04-23,JP,,0,0,0,0,0,0,0,0
B001K85BN2_59,B001K85BN2,箱はボロボロ、中身はバキバキ。犬がかじるか何かしないとこんなことにはならないでしょ。,最悪です。,1,2025-04-14,JP,,0,0,0,0,0,0,0,0
B001K85BN2_60,B001K85BN2,シェーバーまでとは言わないがもう少し短くカットできたらいいです。,シェーバーではありません。,3,2025-04-02,JP,,0,0,0,0,0,0,0,0
B001K85BN2_61,B001K85BN2,"パナソニック製この商品の以前のモデルから愛用していますが
使いやすくて　とても良いと思います。
このモデルの以前モデルより進化してまして歯の所を外し掃除ができ
水洗いで洗えるので簡単　清潔。また以前のモデルは単3が2本でしたけど　この商品は単4が2本になりましたが電池が長持ちするような気がします。",長年の愛用アイテム,5,2025-04-02,JP,,0,0,0,0,0,0,0,0
B001K85BN2_62,B001K85BN2,"ひげ用トリマー
ひげそりではないです",ひげそりではない,4,2025-03-21,JP,,0,0,0,0,0,0,0,0
B001K85BN2_63,B001K85BN2,今までひげが伸びてくるとハサミで整えていましたが、均一にならなくていい加減になっていましたが、このシェーバーは手軽でいろいろな長さにそろえて切ることができ、家族の評価も高くなりました。中国メーカーの多い家電の中で、この商品は Panasonic の製品なので安心して使えます。,Panasonic の製品,5,2025-03-03,JP,,0,0,0,0,0,0,0,0
B001K85BN2_64,B001K85BN2,今までパナの製品を買って裏切られたことが無いので期待を込めて購入。使い勝手良く満足してます。,信頼のパナソニック,4,2025-03-01,JP,,0,0,0,0,0,0,0,0
B001K85BN2_65,B001K85BN2,同価格帯で他メーカーの製品は充電池内蔵で1mm単位で設定出来るものもあるので、使ってみると3mm毎だとこだわりのカットはできないかも,切れ味は問題なし,3,2025-02-19,JP,,0,0,0,0,0,0,0,0
B001K85BN2_66,B001K85BN2,"とてもシンプルで使いやすいです。
ヒゲ初心者に迷わずお勧め出来ます。",シンプルで使いやすい,5,2025-02-17,JP,,0,0,0,0,0,0,0,0
B001K85BN2_67,B001K85BN2,It doesn’t work,Doesn’t work,1,2025-02-12,JP,,0,0,0,0,0,0,0,0
B001K85BN2_68,B001K85BN2,ひげの処理だけでなく、じじいになって伸びてきた眉毛の処理にも使っています。助かっています。,村山眉毛の処理にも…,5,2025-02-11,JP,,0,0,0,0,0,0,0,0
B001K85BN2_69,B001K85BN2,"コンパクトで使い易いです。
充電式よりもリーズナブルに購入できたのと使用時間も短いので電池式でも、長時間使用できます。3ミリ刻みで15ミリまでのアタッチメントも固定されて使い勝手が良いと思います。",使いやすいです,4,2025-02-10,JP,,0,0,0,0,0,0,0,0
B001K85BN2_70,B001K85BN2,電池式ですが、パワーは申し分ありません。,長く愛用,5,2025-02-02,JP,,0,0,0,0,0,0,0,0
B001K85BN2_71,B001K85BN2,ヒゲトリマーは、他社のものを含めてたくさん使ってきましたが、実用上困らない程度のシンプルな機能でこのコスパは最強ではないでしょうか。非常に満足しています。,必要十分、コスパ最強,5,2025-01-30,JP,,0,0,0,0,0,0,0,0
B001K85BN2_72,B001K85BN2,無精髭を5枚歯髭剃りでソロと思うと結構引っかかって大変ですが、散髪屋さんが先にバリカンを入れているのをまた買いました。髭が飛び散るのは仕方ないのですが、その後の髭剃りは楽です。,無精髭の手入れ,4,2025-01-21,JP,,0,0,0,0,0,0,0,0
B001K85BN2_73,B001K85BN2,電池がついていればさらに良かった,良い商品,3,2025-01-20,JP,,0,0,0,0,0,0,0,0
B001K85BN2_74,B001K85BN2,ひげトリマーとして安くて使いやすい。次も購入すると思います。,安い。,4,2025-01-20,JP,,0,0,0,0,0,0,0,0
B001K85BN2_75,B001K85BN2,"ブランドで選定。問題なく利用できます。
乾電池での使用が多少めんどくさいかも。",パナソニックが好き,4,2025-01-19,JP,,0,0,0,0,0,0,0,0
B001K85BN2_76,B001K85BN2,4ミリがいいとこ。説明と違う。,3ミリなんて無理,1,2025-01-07,JP,,0,0,0,0,0,0,0,0
B001K85BN2_77,B001K85BN2,あごひげの手入れで初めて購入しました。一つのアタッチメントでカット長の調整が至極簡単で想像以上に便利です。,コスパよしこれはお薦めです！,5,2024-12-27,JP,,0,0,0,0,0,0,0,0
B001K85BN2_78,B001K85BN2,"顎髭の整えに使用。この商品はトリマー専用なので非常に使い易い。価格も抑えられ助かる。しかもjapan!
以前のはバリカン兼用なので切れ味も中途半端。更に使いもしないアッタチメントが一杯。",コンパクトで使い易く綺麗に仕上がる,5,2024-12-25,JP,,0,0,0,0,0,0,0,0
B001K85BN2_79,B001K85BN2,良かった,良かった,3,2024-12-23,JP,,0,0,0,0,0,0,0,0
B001K85BN2_80,B001K85BN2,中身は問題ありませんが箱が破けていました。商品自体は普通に使えましたが、時節柄なにか中に入れられたら…とかちょっと不安になりました💦,箱が残念なことに…,2,2024-12-18,JP,,0,0,0,0,0,0,0,0
B001K85BN2_81,B001K85BN2,コンパクトで、軽く、乾電池で作動するのが良い、バッテリー切れを心配しなくて良いので、いつでも使用できます。,高齢者,5,2024-12-16,JP,,0,0,0,0,0,0,0,0
B001K85BN2_82,B001K85BN2,前回買った髭トリマーが壊れたので購入。パナソニック製なのに価格も安くて良かったです。電池なので、バッテリーの劣化もなさそう。ただ、3mmまでしかないので、もっと細かく調整できたら良かったです。,ちゃんと髭トリマー,5,2024-12-10,JP,,0,0,0,0,0,0,0,0
B001K85BN2_83,B001K85BN2,バッテリー寿命で買うことにしました。電池式を探していてこの商品に決めました。早速、ヒゲの手入れに使いました。振動音も特に気にならず、アタッチメントの調整もらくらく。本体のサイズも非常に扱いやすいくポシェットにもスッポリ入りました。,コンパクトで扱いやすくコスパ良し,4,2024-12-08,JP,,0,0,0,0,0,0,0,0
B001K85BN2_84,B001K85BN2,重宝してます。,良い。,5,2024-12-07,JP,,0,0,0,0,0,0,0,0
B001K85BN2_85,B001K85BN2,"ツーブロックを長持ちさせたく。
床屋でカットしてもらってから週一くらいのペースで自分で刈り上げるために購入しました。
色々調べましたが、安くて小型で電池駆動のヒゲトリマーで正解でした。
横幅もちょうどよく、長さ調整は６ミリが使えれば十分なので細かな調整は不要です。
単四電池で動くのも長い目でみればこちらの方がコスパよいかと。
電池は充電池を繰り返し利用しています。
メンテナンスは説明書によると毎回油を注すようにとのことでしたが面倒なので月１位の頻度の注油で使い続けてみようと思います。
今の所いたって快適です。",ツーブロックのサイドメンテナンス用,4,2024-12-05,JP,,0,0,0,0,0,0,0,0
B001K85BN2_86,B001K85BN2,ちゃんと，髭が，一定に，まとまるので，お気に入り,問題無し,4,2024-12-02,JP,,0,0,0,0,0,0,0,0
B001K85BN2_87,B001K85BN2,外国製の高価なものと遜色なく使ってます,コスパいい,5,2024-11-18,JP,,0,0,0,0,0,0,0,0
B001K85BN2_88,B001K85BN2,"お値段が安いのが一番！
少し切れは悪いけど　切りすぎになるよりはいいかも
トリマ―をお試しで買うには手ごろな商品かも",初心者用にいいかも,4,2024-11-17,JP,,0,0,0,0,0,0,0,0
B001K85BN2_89,B001K85BN2,"電源が電池のため、充電忘れもなく充電器もないため洗面がスッキリして良いです
他メーカーも電池式のモノを増やして欲しい
ただ、電池が単三ではなく単四(家になく買いに走りました)なので個人的にマイナス１としております",シンプルイズベスト,4,2024-11-06,JP,,0,0,0,0,0,0,0,0
B001K85BN2_90,B001K85BN2,初めてヒゲを生やしました。ヒゲの手入れも初めてです、今回当商品を購入し使った感想①ヒゲの長さを3ミリから6ミリと3ミリづつ15ミリまで対応していますので好みの長さに合わせて使えます。②軽くて切れ味良く使い勝手は良い③手入れは付属のブラシ、水洗いも出来るので衛生的。他のメーカー、商品を知らないので比較出来ませんがパナソニックを好きなので選びました。,手軽に使えます,3,2024-10-28,JP,,0,0,0,0,0,0,0,0
B001K85BN2_91,B001K85BN2,前の製品から使ってるが、電池になってカバーがなかなか外せなかった。それに2mmが無い、前の製品の刃が有ればそれが欲しい。,前の製品(製品コードが分からない)けどコード付きの刃が有ればそれが欲しい。,3,2024-10-25,JP,,0,0,0,0,0,0,0,0
B001K85BN2_92,B001K85BN2,サイコー,サイコー,4,2024-10-18,JP,,0,0,0,0,0,0,0,0
B001K85BN2_93,B001K85BN2,価格も安価で使い勝手も良く、このタイプは最近少なくやっと見つけた商品でした。,使いやすさ。,5,2024-10-17,JP,,0,0,0,0,0,0,0,0
B001K85BN2_94,B001K85BN2,流石国産メーカー期待通りです。乾電池式が良いです。,乾電池式が良い。,5,2024-10-15,JP,,0,0,0,0,0,0,0,0
B001K85BN2_95,B001K85BN2,もう4年使っているが、まったく問題ない。,良い,5,2024-10-07,JP,,0,0,0,0,0,0,0,0
B001K85BN2_96,B001K85BN2,均一の長さに調整できるのでとても重宝します。お手入れも苦になりません。,使いやすい,5,2024-10-05,JP,,0,0,0,0,0,0,0,0
B001K85BN2_97,B001K85BN2,"1週間に1回顎ひげを整えるのに使ってます。
充電式は高いので電池式で十分！",初めてのトリマー,5,2024-10-04,JP,,0,0,0,0,0,0,0,0
B001K85BN2_98,B001K85BN2,"髭を剃るのを少し忘れて伸びてしまった時に、髭剃り機で剃る前に、このバリカンで刈ってます。
髭を刈るようなので、大きさも、程よく使い勝手が良いです。",便利,5,2024-10-02,JP,,0,0,0,0,0,0,0,0
B001K85BN2_99,B001K85BN2,太くてかたいヒゲを切るもので皆さんのレビューも評判が良いので、うちのトイプーの顔・足裏用にどうかな？とひらめいて購入しました。以前購入したペット専用より使えるかも…。うちの定番品になると思います。,サクサク切れます。,5,2024-09-27,JP,,0,0,0,0,0,0,0,0
B001K85BN2_100,B001K85BN2,コンパクトで洗面台周りのどこにでも収納できる。軽いし軽快にヒゲの手入れができる。,軽くて使いやすい,4,2024-09-22,JP,,0,0,0,0,0,0,0,0
B001K85BN2_101,B001K85BN2,"商品自体は悪くないが、3mmという概念がなくて思ったより長い。
こう言う電子製品は結構長持ちと思いますので、ニ三年で買い替える必要がないと思います。
と考えられば、やはり多少高くても1ｍｍまで行けるものを購入する方がいいです。
ちなみに電池も付属されていません。",3mmという長さを確認してから購入して下さい,4,2024-09-19,JP,,0,0,0,0,0,0,0,0
B001K85BN2_102,B001K85BN2,"3㎜以下にしたい場合は、アタッチメントを外して使わざるを得ず、刃先が皮膚にあたり危ないです。
調整メモリは、3㎜、6㎜、9㎜、12㎜、15㎜の5段階しかできませんので、気をつけてください。",アタッチメントの最低は3㎜です,3,2024-09-13,JP,,0,0,0,0,0,0,0,0
B001K85BN2_103,B001K85BN2,小型で扱いやすく、隅々まで綺麗にカットできます。ひげを整えるには大変いいアイテムです。,小型で簡単,2,2024-09-12,JP,,0,0,0,0,0,0,0,0
B001K85BN2_104,B001K85BN2,面倒くさくない所が良い、シンプル。,使い慣れてる,4,2024-09-03,JP,,0,0,0,0,0,0,0,0
B001K85BN2_105,B001K85BN2,"6年間ほぼ毎日使用しています。
ズボラでメンテナンスも怠ってますが
全然壊れずに使えています。

電池も数ヶ月か半年くらい持ってる印象です。(もっとかも)

ヒゲともみあげを繋げておりまして
もみあげは3mm、髭は3mm〜6mmといった感じです。

全然まだまだ使えますが
壊れても多分再購入すると思います。",6年間愛用,5,2024-08-27,JP,,0,0,0,0,0,0,0,0
B001K85BN2_106,B001K85BN2,"最短が3ｍｍは長いかな。
長いひげ人向けでしょう。
でもバリカンみたいにすれば3mm以下に出来ます。
商品自体は安心のパナソニックです。",悪くはないが,4,2024-08-20,JP,,0,0,0,0,0,0,0,0
B001K85BN2_107,B001K85BN2,"コニシというところは、同じ商品を3700円で売られている。
ボッタクリです。
商品は3ミリにしたけど　剃れません(笑)
買わない方が良い…",3700円で売られているところもあります。,1,2024-08-18,JP,,0,0,0,0,0,0,0,0
B001K85BN2_108,B001K85BN2,"philippsのヒゲトリマーを長年使っていましたが、
充電がほとんどされなくなり、
レビューを参考にコレを購入しましたが、即返品しました。
いつもは上髭３mm、顎鬚5mmで毎日トリミングしておりましたが、
こちらの商品は刈る際に調節する長さが0.5ｍｍに戻ってしまい
ヒゲトリマーとは呼べない商品だと思いました。
まだ代替商品とは出会えてないため、参考にならないかも知れませんが、
気になる方は購入を控えた方が良いかと思います。",長さ調節に問題あり,1,2024-07-29,JP,,0,0,0,0,0,0,0,0
B001K85BN2_109,B001K85BN2,"低価格、電池で動くことは魅力ですが、以前使っていたものよりも刃渡りが短いので作業が増えます。
刃の深さの調整も以前のものよりは調整幅が広いです。ただ、いずれも実用には問題はありません。",安くて電池稼働は魅力ですが刃渡りが短い,3,2024-07-26,JP,,0,0,0,0,0,0,0,0
B001K85BN2_110,B001K85BN2,"1週間に一度の割合でヒゲの手入れをしています。
電池のもちもいいと思います。",ヒゲの切れ味がいい,5,2024-07-23,JP,,0,0,0,0,0,0,0,0
B001K85BN2_111,B001K85BN2,いちいちカミソリを出さなくても気づいた時にお手入れができます。私はほぼ3mmしか使用しませんが十分です。電池もそこまで消耗しないのも良いです。,値段の割に素晴らしい❗️,5,2024-07-17,JP,,0,0,0,0,0,0,0,0
B001K85BN2_112,B001K85BN2,もう少しキレ具合が良ければ,もう少し切れ具合が,3,2024-07-16,JP,,0,0,0,0,0,0,0,0
B001K85BN2_113,B001K85BN2,初めてのひげバリカン。もう少し細かくミリ数変えたりもしたいけど、まあ、必要十分。このまま、髭伸ばすならもうちょっと良いのも検討するかな？,髭初心者にちょうど良い,4,2024-07-15,JP,,0,0,0,0,0,0,0,0
B001K85BN2_114,B001K85BN2,単4電池のため、付属充電器も必要なく旅行のお供にも最適です。メンテナンスも結構簡単です。オイルをこまめ付けることも大切です。電池のもちも結構良いかも。,小型サイズ,4,2024-07-12,JP,,0,0,0,0,0,0,0,0
B001K85BN2_115,B001K85BN2,10年以上使用していた同型前モデルが壊れて買い替えました。前モデルよりボディが大きくなっていましたが、手に持ったフィット感が向上していて、作動音が随分と静かになっていました。切味もグッドです。,手持ち感がちょうど良い感じ,5,2024-07-12,JP,,0,0,0,0,0,0,0,0
B001K85BN2_116,B001K85BN2,"いままでのとは違って、バッチリです。
細かく長さもいいです。
もう一つ買います。",完璧です。,5,2024-07-09,JP,,0,0,0,0,0,0,0,0
B001K85BN2_117,B001K85BN2,3mm以下で剃る方法は、紙ヤスリを百均で買ってきて1ミリほど削れば、問題なく2mmで使用できます。すぐに削れます。,3mm以下にする方法,5,2024-07-07,JP,,0,0,0,0,0,0,0,0
B001K85BN2_118,B001K85BN2,"初めて髭を伸ばし始めたなで、買いました。
今のところ、ストレス無く使っています。",なかなか良い。,5,2024-07-05,JP,,0,0,0,0,0,0,0,0
B001K85BN2_119,B001K85BN2,"前に使っていたものが突然壊れたので
新しいのん買おうと探したら
nationalって書いてたのが、panasonicに変わってるだけの
多分全く同じものが売っててすぐ買いました
使い慣れてるのが一番やし安いし
かなり経っても同じものがあったのでちょっと感動",何年振りか忘れるぐらい,5,2024-07-04,JP,,0,0,0,0,0,0,0,0
B001K85BN2_120,B001K85BN2,"充電式は既に持っているので、たまに使う用で電池式を購入。
バッテリーが途中で無くなることがないので安心。
このシリーズの使いやすさは健在です。",たまに使うだけなら電池式がおすすめ,5,2024-07-03,JP,,0,0,0,0,0,0,0,0
B001K85BN2_121,B001K85BN2,自分の髭をトリミングするには機能的には十分満足しています。3mm刻みでの調整ですが、ラフに整える方ならこれで十分と思います。乾電池駆動ですが、私の使用頻度と時間ならこれで十分持っています。,お手頃です,4,2024-07-02,JP,,0,0,0,0,0,0,0,0
